product_uuid,product_name,category,price,date_collected,source_url
8cbcd6c8-1891-4981-b9bf-b7ecd73ba722,Newton Wander,Boot,100.0,2025-08-03 16:37:01,https://www.zappos.com/p/womens-columbia-newton-wander-cloud-grey-cool-green/product/9987232/color/1098055
